tenure,monthly_charges,total_charges,senior_citizen,churn
18,80.65,1451.90,f,t
72,103.65,7634.80,f,f
4,54.70,235.05,f,f
59,54.15,3116.15,f,f
1,71.10,71.10,f,t
31,84.85,2633.40,t,f
3,20.00,49.65,f,f
65,106.25,6979.80,t,t
49,99.25,4920.80,f,f
2,19.35,46.35,f,f
53,20.80,1021.80,f,t
55,94.75,5276.10,f,f
72,114.05,8289.20,f,f
36,74.90,2659.45,t,f
10,19.80,196.75,f,f
1,94.00,94.00,t,t
72,80.85,5824.75,f,f
28,54.65,1517.50,f,f
38,91.70,3479.05,f,f
61,118.60,7365.70,f,f
52,24.55,1331.05,f,f
67,19.45,1195.95,f,f
34,116.15,3946.90,f,f
54,80.60,4299.95,f,f
1,20.30,20.30,f,f
15,89.85,1424.95,t,t
4,46.00,193.60,f,t
9,66.25,620.55,f,t
46,99.80,4391.25,f,f
22,90.00,1993.80,f,t
38,70.45,2597.60,f,t
55,75.00,4213.90,f,f
1,19.90,19.90,f,f
64,80.30,5017.70,t,f
53,19.75,1052.35,f,t
58,84.30,4916.40,f,f
56,54.05,2959.80,f,f
72,104.90,7559.55,f,f
1,53.95,53.95,f,t
72,97.25,7133.10,t,f
22,83.05,1799.30,f,f
8,105.50,829.55,t,t
16,81.00,1312.15,f,t
39,41.10,1597.05,f,f
12,45.00,524.35,f,f
54,74.55,4191.45,f,f
18,40.20,711.95,f,f
32,70.50,2201.75,f,f
41,19.75,806.95,f,f
67,24.65,1620.45,f,f
65,104.25,6812.95,f,f
25,78.35,1837.90,f,f
1,69.80,69.80,f,t
67,109.70,7344.45,f,f
7,73.75,545.15,t,t
43,33.45,1500.25,t,f
24,94.60,2283.15,f,f
9,54.55,494.05,t,t
69,20.20,1376.50,f,f
37,20.30,755.40,f,f
20,39.40,825.40,f,f
7,69.15,488.65,f,f
37,76.25,2841.55,t,t
5,93.90,486.85,f,t
41,51.35,2075.10,f,f
54,100.05,5299.65,f,f
3,70.40,204.70,t,t
69,20.30,1356.30,t,f
53,94.45,5042.75,f,f
18,46.40,812.40,f,f
64,104.05,6605.55,f,f
31,91.15,2995.45,f,t
20,24.90,505.95,f,f
57,59.60,3509.40,f,f
63,108.50,6991.90,t,f
13,40.55,590.35,f,f
48,58.95,2789.70,t,f
2,70.95,137.95,f,t
57,20.75,1123.15,f,f
71,113.15,7953.25,f,f
7,48.80,349.80,f,f
16,63.05,1067.05,f,f
34,100.85,3527.30,f,f
37,99.50,3762.00,f,t
16,80.55,1248.90,f,f
48,64.40,3035.35,f,f
58,75.20,4300.80,f,f
72,84.90,6065.30,f,f
7,19.30,144.95,f,f
38,83.90,3233.60,f,t
48,117.45,5438.90,t,t
10,104.40,1081.45,f,t
30,74.65,2308.60,f,f
31,59.05,1882.80,f,f
46,69.10,3255.35,t,f
50,20.55,1067.65,f,f
28,76.55,2065.40,f,f
66,62.50,4136.40,f,f
8,29.40,221.90,t,t
41,94.90,3848.00,f,f
72,111.65,8022.85,t,f
7,19.90,173.15,f,f
38,20.45,781.25,f,f
44,106.05,4510.80,f,f
47,113.45,5317.80,f,f
53,92.55,4779.45,f,f
4,65.60,250.10,f,f
20,84.35,1745.20,t,f
2,44.65,74.90,f,t
57,71.10,4140.10,t,f
44,85.15,3670.50,t,f
24,49.70,1167.80,f,f
15,30.20,469.65,f,f
3,25.25,58.90,f,t
4,84.05,333.55,f,t
37,85.70,3171.15,t,t
1,74.70,74.70,f,t
24,56.35,1381.20,f,f
5,90.80,455.50,f,t
33,107.55,3645.50,f,f
58,19.85,1158.85,f,f
72,95.90,6954.15,f,f
71,23.85,1672.10,f,f
28,106.15,3152.50,t,t
51,83.85,4307.10,f,f
30,85.35,2530.40,f,t
72,84.80,6141.65,t,f
36,90.85,3186.70,t,t
14,76.10,1054.80,f,f
72,74.55,5430.65,f,f
22,39.20,849.90,f,f
2,79.55,151.75,f,f
15,19.60,299.40,f,f
51,19.55,1086.75,f,f
70,39.15,2692.75,f,f
71,20.10,1389.60,f,f
39,99.95,3767.40,f,f
61,59.80,3641.50,f,f
52,49.75,2535.55,f,f
1,35.75,35.75,f,t
64,108.50,6880.85,f,f
62,60.15,3753.20,f,f
30,19.05,637.55,f,f
4,46.00,181.60,t,t
63,84.00,5329.55,t,f
1,44.55,44.55,f,f
15,103.45,1539.80,f,f
27,80.65,2209.75,f,f
4,57.20,223.75,f,f
72,110.75,7751.70,f,f
45,24.70,1174.35,t,f
45,97.05,4385.05,t,f
36,76.35,2606.35,f,f
17,89.40,1539.45,f,t
1,18.90,18.90,f,f
16,74.45,1261.35,t,f
3,19.80,58.15,f,t
4,50.90,225.60,f,t
71,84.40,5969.30,f,f
10,24.40,253.90,f,f
20,20.05,400.00,f,f
4,81.00,340.85,f,t
26,98.35,2515.30,f,t
4,55.50,227.35,f,f
5,51.00,305.95,f,t
4,91.65,365.40,f,t
29,84.30,2357.75,t,f
2,100.20,198.50,f,f
29,19.40,554.25,f,f
1,90.85,90.85,f,t
1,69.40,69.40,f,t
8,94.45,742.95,t,t
13,20.40,251.65,f,f
59,94.75,5597.65,f,f
1,20.15,20.15,f,t
50,95.70,4816.70,t,t
18,44.35,768.05,f,f
17,74.55,1215.80,f,f
47,73.60,3522.65,f,f
26,74.95,1834.95,f,t
6,47.95,305.10,f,t
19,50.10,910.45,f,f
3,63.60,155.65,f,t
68,53.00,3656.25,t,f
2,19.85,52.00,f,f
7,24.35,150.85,f,f
18,19.55,389.25,f,f
71,25.05,1873.70,f,f
13,93.80,1261.00,t,f
3,36.85,108.70,f,t
72,103.75,7346.20,f,f
66,56.75,3708.40,f,f
24,20.80,469.65,f,f
1,44.10,44.10,f,t
56,24.45,1385.85,f,f
22,25.60,548.80,t,f
14,50.75,712.75,f,t
61,104.40,6405.00,t,t
40,39.30,1637.40,t,t
42,59.65,2536.55,f,f
72,83.30,6042.70,f,f
12,79.55,958.25,f,f
71,24.45,1730.65,f,f
26,19.20,459.60,f,f
7,29.80,201.95,f,f
58,106.45,6145.85,f,t
51,30.05,1529.45,f,f
72,65.65,4664.50,f,f
18,96.05,1740.70,f,t
7,75.10,552.95,f,t
47,74.05,3496.30,f,f
2,44.70,93.70,t,t
62,110.75,7053.35,t,f
16,19.70,301.55,f,f
6,49.50,312.70,f,f
19,55.00,1046.50,f,t
69,43.95,2960.10,f,f
11,74.35,834.20,f,t
64,111.15,6953.40,f,f
39,104.70,4134.85,f,t
15,55.70,899.80,f,t
25,20.60,541.50,f,f
6,19.65,116.85,f,f
66,115.80,7942.15,f,f
61,88.65,5321.25,f,f
43,94.50,4156.80,t,f
12,20.10,223.60,f,f
23,34.65,768.45,t,f
71,52.30,3765.05,t,f
34,65.00,2157.50,f,f
5,19.85,108.05,f,t
41,35.45,1391.65,f,f
72,19.70,1379.80,f,f
14,95.60,1273.30,t,f
41,19.85,810.45,f,f
23,81.85,1810.85,f,f
71,109.30,7782.85,f,f
1,70.30,70.30,f,t
72,25.40,1797.10,f,f
6,69.80,377.85,f,f
23,20.00,445.30,f,f
10,85.55,851.75,t,t
72,109.90,7624.20,f,f
7,50.30,355.10,f,f
6,94.50,575.45,f,t
9,101.50,906.85,f,f
12,89.15,1057.55,f,f
1,19.40,19.40,f,f
48,29.90,1388.75,t,f
20,78.80,1641.30,f,f
16,85.35,1375.15,t,t
2,79.65,152.70,f,t
10,19.30,185.20,f,f
2,79.60,195.05,t,t
20,96.80,1826.70,f,f
20,20.65,417.50,f,f
19,19.80,344.50,f,f
19,90.60,1660.00,t,t
22,104.60,2180.55,f,f
35,80.05,2835.90,f,f
1,45.15,45.15,f,f
39,73.15,2730.85,f,f
54,99.10,5437.10,t,f
1,20.20,20.20,f,t
66,106.05,6981.35,f,t
56,105.35,5794.45,f,f
18,45.65,747.20,f,f
16,79.95,1267.95,f,f
68,54.45,3674.95,f,f
53,25.10,1275.60,t,f
72,84.70,5893.90,f,f
9,75.85,724.65,f,f
30,48.80,1536.75,f,f
36,99.15,3615.60,f,t
18,35.20,607.30,f,f
55,76.25,4154.55,t,f
39,55.90,2184.35,f,t
21,82.35,1852.85,f,t
2,40.40,77.15,f,t
33,24.90,847.80,t,f
44,54.30,2390.45,f,f
30,66.30,1923.50,f,f
71,20.90,1493.20,f,f
4,75.35,338.10,f,t
35,85.15,3030.60,f,t
1,75.35,75.35,f,f
23,104.45,2184.85,t,f
22,49.45,1031.40,f,f
49,19.45,921.30,f,f
42,92.15,3875.40,f,f
33,93.80,3124.50,f,t
7,19.85,144.15,f,f
67,100.25,6689.00,f,f
15,95.70,1451.10,f,f
67,93.15,6368.20,f,f
53,69.70,3729.60,f,f
21,19.80,350.10,f,f
40,71.35,2847.20,f,f
22,20.75,452.35,f,f
39,40.60,1494.50,f,f
45,20.40,930.45,f,t
2,20.35,41.85,f,f
57,19.75,1272.05,f,f
8,54.40,475.10,f,f
7,94.70,673.10,t,t
6,30.50,208.70,f,t
7,20.45,150.75,f,f
49,66.15,3199.00,f,f
65,89.85,5844.65,f,f
55,45.05,2462.60,f,f
71,86.85,6263.80,f,f
35,96.75,3403.40,f,f
3,77.00,237.75,t,t
11,20.10,221.35,f,t
1,75.30,75.30,f,t
17,106.65,1672.10,f,f
72,110.15,7881.20,f,f
28,82.85,2320.80,f,f
18,20.10,370.50,f,f
40,99.20,4062.20,t,t
52,59.45,3043.70,f,f
47,58.60,2723.40,f,f
23,49.70,1081.25,f,f
66,65.85,4097.05,f,f
8,73.50,632.20,f,f
47,85.50,4042.30,t,t
7,20.05,164.85,f,t
71,113.65,8166.80,f,f
50,83.40,4113.70,t,f
46,65.65,3047.15,f,f
1,70.40,70.40,f,t
66,61.35,4193.40,f,f
42,85.90,3729.75,f,f
5,75.65,399.45,f,f
7,49.75,331.30,f,t
29,70.90,1964.60,f,f
27,49.85,1336.15,f,f
15,75.30,1147.45,t,t
25,20.10,486.05,f,f
11,94.00,1078.90,f,t
57,103.05,5925.75,f,f
67,118.35,7804.15,f,t
47,99.70,4747.20,t,f
13,81.90,1028.90,f,f
8,30.45,226.45,f,t
44,96.10,4364.10,f,t
71,66.20,4692.55,f,f
24,104.25,2433.90,t,t
15,80.20,1217.25,t,t
1,19.75,19.75,f,f
2,72.60,154.30,t,f
55,116.50,6382.55,t,f
71,106.80,7623.20,t,f
50,24.95,1261.45,f,f
1,89.25,89.25,f,f
5,19.25,86.05,f,f
66,104.55,6779.05,f,f
49,87.20,4345.00,f,f
3,30.75,82.85,t,f
66,25.70,1714.55,f,f
11,86.20,893.20,f,f
28,30.10,810.85,f,f
65,99.35,6347.55,f,f
62,19.20,1123.65,f,f
2,20.10,43.15,f,f
2,20.35,35.10,f,f
55,25.65,1388.00,f,f
41,94.55,3851.45,t,f
17,104.20,1743.50,f,t
30,94.40,2638.10,f,f
17,56.10,946.95,f,f
16,68.25,1114.85,f,f
72,24.75,1777.60,f,f
9,76.25,684.85,f,f
1,74.35,74.35,f,f
23,54.15,1312.45,f,f
8,19.45,159.20,f,f
19,34.95,610.20,f,f
7,53.65,404.35,f,f
1,69.65,69.65,t,t
61,104.00,6363.45,f,f
57,70.35,4124.65,f,f
9,80.80,713.10,f,t
15,64.85,950.75,f,f
1,19.65,19.65,f,f
12,45.90,505.95,f,f
54,20.00,1149.65,f,f
4,44.80,169.65,f,f
7,80.30,526.70,f,t
20,20.35,393.15,f,f
26,45.80,1147.00,f,f
36,84.10,3021.60,t,t
53,108.95,5718.20,f,f
3,69.35,191.35,f,t
68,64.35,4539.60,f,f
72,90.80,6397.60,f,f
12,24.95,280.40,f,f
34,79.60,2718.30,t,t
68,84.70,5711.05,f,f
50,70.80,3478.15,f,f
1,36.45,36.45,t,t
41,104.40,4133.95,t,f
30,101.50,2917.65,t,f
1,54.30,54.30,f,f
29,103.95,2964.80,t,f
23,91.10,2198.30,f,f
60,19.95,1189.90,f,f
72,26.45,1914.50,f,f
22,89.40,2001.50,f,t
72,75.10,5336.35,f,f
66,108.10,7238.60,t,f
72,110.15,7998.80,f,f
47,80.35,3825.85,t,t
51,111.50,5703.25,f,f
70,106.50,7397.00,f,f
9,19.90,164.60,f,f
59,111.10,6555.20,f,f
3,70.70,225.65,f,f
38,24.85,955.75,t,f
37,91.20,3382.30,f,f
37,65.60,2313.80,f,f
24,40.65,933.30,t,t
14,59.45,780.85,f,f
72,109.95,7852.40,f,f
53,60.45,3184.25,f,t
8,84.90,764.95,f,t
72,38.50,2763.00,f,f
17,92.55,1614.70,t,f
2,73.55,145.40,f,t
8,20.15,156.25,f,t
48,34.70,1604.50,f,t
10,24.50,270.15,f,f
0,19.70,0.00,f,f
1,20.60,20.60,f,f
29,58.00,1734.50,f,f
65,107.45,7047.50,t,f
8,65.50,573.15,f,f
61,25.45,1538.60,f,f
45,100.15,4459.80,t,f
72,104.45,7459.00,f,f
12,21.15,306.05,f,f
7,96.20,639.70,f,f
9,44.40,348.15,f,f
43,107.55,4533.90,t,t
58,94.35,5563.65,f,f
16,98.75,1587.55,t,t
2,20.30,40.25,f,f
8,101.15,842.90,f,t
40,105.75,4228.55,f,f
9,81.15,784.45,f,f
41,89.55,3729.75,f,f
26,54.75,1406.90,f,f
33,53.75,1857.30,f,f
68,105.75,7322.50,f,f
65,105.85,6725.50,t,f
55,64.20,3627.30,f,f
20,88.70,1761.45,f,t
19,87.70,1725.95,f,f
45,89.30,4192.15,f,f
70,20.15,1411.20,f,f
2,79.75,164.50,f,t
27,94.55,2724.60,f,t
12,20.05,264.55,f,f
72,67.20,4671.70,f,f
12,94.55,1173.55,f,f
5,69.05,318.50,t,t
71,107.50,7713.55,t,f
35,73.00,2471.25,t,f
70,114.75,7842.30,f,f
31,76.05,2227.80,f,f
52,96.25,4990.25,f,t
37,101.10,3744.05,t,t
69,104.70,7220.35,f,t
30,77.90,2351.45,t,f
33,90.65,2989.60,f,f
54,110.45,6077.75,t,f
59,68.70,4070.95,f,f
55,44.85,2479.05,t,f
69,29.80,2134.30,t,f
66,88.90,6000.10,f,f
37,58.75,2203.10,f,f
9,19.85,183.15,t,f
69,86.90,6194.10,f,f
10,59.65,638.95,f,f
40,55.25,2139.20,f,t
13,66.40,831.75,f,f
6,90.10,521.30,f,t
69,20.15,1337.50,f,f
66,108.10,7181.95,t,f
11,53.75,608.00,f,t
46,56.90,2560.10,f,f
6,89.30,577.60,f,t
56,109.60,5953.00,f,f
70,25.15,1790.15,f,f
33,79.15,2531.40,f,f
72,66.75,4760.30,f,f
3,95.20,292.85,f,t
19,48.80,953.65,f,f
5,45.70,198.00,t,t
71,80.70,5705.05,f,f
8,74.50,609.90,f,t
1,20.55,20.55,f,f
1,79.65,79.65,f,t
61,115.10,6993.65,f,f
71,59.70,4122.65,f,f
68,86.45,5762.95,f,f
46,33.70,1537.85,f,f
33,80.10,2603.30,f,f
53,104.05,5566.40,f,f
50,108.75,5431.90,t,f
57,41.10,2258.25,f,f
54,20.35,1092.35,f,f
60,105.90,6401.25,t,f
28,101.30,2812.20,t,t
1,80.05,80.05,f,t
29,89.20,2698.35,f,t
10,65.50,616.90,f,f
43,40.45,1912.85,f,f
13,70.45,849.10,t,f
43,78.80,3460.30,f,f
19,83.65,1465.75,f,t
1,90.10,90.10,f,f
69,82.45,5555.30,f,f
61,20.25,1278.80,f,f
43,66.25,2907.35,f,f
6,19.50,146.30,f,t
1,51.25,51.25,f,t
56,89.70,4952.95,f,f
70,64.55,4504.90,f,f
1,45.60,45.60,f,t
49,93.65,4520.15,f,f
6,49.65,267.35,f,t
32,73.60,2316.85,f,f
72,109.75,8075.35,t,f
37,61.45,2302.35,f,f
69,106.40,7251.90,f,f
26,81.90,2078.55,f,f
58,105.20,6225.40,f,f
24,54.60,1242.25,f,f
5,20.55,99.45,f,f
15,20.00,288.05,f,t
30,19.70,599.25,f,f
55,66.05,3462.10,f,f
25,34.00,853.00,f,t
10,92.50,934.10,t,t
44,54.05,2375.20,f,f
47,58.90,2813.05,f,f
13,88.35,1222.80,f,t
49,107.95,5293.20,f,t
64,96.90,6314.35,f,f
1,19.10,19.10,f,f
20,50.00,1003.05,f,f
37,45.40,1593.10,f,f
30,85.45,2509.95,f,f
38,84.10,3187.65,f,f
1,74.45,74.45,t,t
37,64.75,2345.20,f,t
52,66.25,3330.10,f,f
71,76.90,5522.70,f,f
26,89.80,2335.30,f,t
66,74.60,4798.40,f,f
72,116.95,8594.40,f,f
25,40.65,970.55,f,f
69,114.35,7665.80,f,f
53,69.70,3686.05,f,f
12,95.50,1115.15,f,t
26,98.65,2537.00,f,f
21,61.65,1393.60,f,f
1,89.35,89.35,f,f
48,95.40,4445.30,f,f
26,35.40,978.60,f,f
60,19.95,1258.15,f,f
18,19.25,331.35,f,f
10,29.65,291.40,t,t
5,84.50,453.75,f,t
4,20.40,84.75,f,f
65,24.75,1715.10,f,f
70,25.35,1715.15,f,f
18,90.70,1597.25,f,t
62,20.00,1250.10,f,f
66,59.75,3996.80,f,f
65,82.50,5215.10,f,f
3,70.30,235.50,t,t
34,20.35,673.20,f,f
16,90.80,1442.20,f,f
54,103.95,5639.05,f,t
50,104.95,5222.35,t,f
71,105.25,7291.75,f,f
10,74.75,799.65,f,t
1,50.80,50.80,f,t
18,23.75,424.50,f,f
4,61.30,249.40,f,f
58,75.80,4415.75,f,f
56,98.00,5270.60,f,f
2,80.25,144.55,f,t
32,78.90,2447.95,f,t
56,52.00,2884.90,f,f
36,84.75,3050.15,f,t
4,64.40,253.00,f,f
53,85.45,4517.25,f,t
10,45.80,436.20,f,f
4,30.50,118.40,f,f
1,19.90,19.90,f,t
51,69.15,3649.60,f,f
12,99.45,1200.15,t,t
6,49.25,255.60,f,f
63,39.35,2395.05,f,f
1,70.60,70.60,f,t
48,105.10,5083.55,f,f
5,81.00,389.60,f,t
35,20.10,644.50,f,f
6,84.85,523.50,f,t
2,19.75,39.30,f,f
50,19.75,989.05,f,f
33,70.40,2406.10,f,f
31,20.45,638.55,f,f
9,20.35,191.10,f,f
54,86.20,4524.05,f,f
46,95.65,4664.20,f,f
34,103.80,3470.80,f,f
71,97.20,6910.30,f,f
63,63.55,4014.20,f,f
51,24.95,1288.00,f,f
26,89.15,2277.65,t,t
64,99.00,6375.80,f,f
1,24.80,24.80,t,t
61,85.55,5251.75,t,f
15,94.00,1505.45,f,f
64,105.65,6903.10,f,t
18,50.30,913.30,f,f
57,95.00,5535.80,f,f
14,61.40,815.55,f,f
18,80.55,1411.65,t,f
72,78.50,5602.25,t,f
70,114.30,8244.30,f,f
38,20.05,741.50,f,f
68,62.65,4375.80,f,f
13,80.85,1008.70,f,t
65,92.70,5968.40,t,f
30,100.45,3096.90,f,f
51,75.20,3901.25,f,f
31,84.75,2613.40,f,f
9,89.45,853.10,f,t
72,79.50,5661.70,f,f
10,72.15,794.25,f,t
37,19.80,695.05,f,f
2,76.40,160.80,f,t
55,100.90,5552.05,f,f
33,95.30,3275.15,f,f
46,90.95,4236.60,f,f
1,54.50,54.50,f,f
20,61.60,1174.35,t,t
9,79.90,741.70,f,t
32,96.15,3019.25,t,t
19,49.60,962.90,f,f
70,65.30,4759.75,f,t
61,25.00,1498.35,f,f
26,45.45,1233.15,f,f
45,107.75,4882.80,f,f
62,89.10,5411.65,f,f
1,19.65,19.65,f,t
3,44.75,148.05,f,f
41,101.60,3930.55,f,f
67,103.15,6895.50,f,f
1,84.65,84.65,f,t
71,95.65,6856.95,f,f
37,75.10,2658.80,f,f
60,61.35,3766.20,f,f
1,69.55,69.55,t,t
6,19.70,129.55,f,f
13,31.05,347.25,f,t
11,51.00,581.70,f,f
7,51.00,354.05,f,t
10,88.85,929.45,f,f
34,20.05,679.00,f,f
62,65.10,3846.75,f,f
64,70.15,4480.70,f,f
1,44.35,44.35,f,t
25,20.75,499.40,f,f
26,56.05,1553.20,f,f
10,19.95,219.50,f,f
53,98.60,5311.85,f,f
7,79.70,586.05,f,t
33,79.00,2576.80,f,f
71,89.45,6435.25,t,f
29,74.20,1993.25,f,f
24,81.00,1923.85,f,f
20,49.60,939.80,f,f
1,84.60,84.60,f,f
54,55.00,3092.65,f,t
5,84.85,415.55,t,t
72,84.20,5986.55,f,f
52,106.30,5487.00,f,f
9,69.05,651.50,f,f
1,45.40,45.40,f,f
1,73.65,73.65,t,t
33,73.90,2405.05,f,t
55,77.75,4458.15,f,t
69,99.35,6856.45,f,f
1,50.75,50.75,f,f
54,87.10,4735.20,f,f
33,20.15,682.15,f,f
45,98.70,4525.80,t,f
11,25.20,321.05,f,f
6,55.70,335.65,f,f
21,65.35,1424.40,f,f
65,25.30,1748.55,f,f
6,84.35,474.90,t,t
8,84.95,668.40,f,t
11,73.85,926.25,f,t
43,24.25,1077.95,f,f
49,51.80,2541.25,f,t
1,46.00,46.00,t,t
15,79.40,1156.10,t,t
60,60.50,3694.45,f,f
17,25.10,382.80,f,f
16,71.80,1167.80,t,t
35,20.05,746.75,f,f
44,88.40,3912.90,t,t
12,30.25,368.85,f,f
1,20.20,20.20,f,f
28,59.90,1654.70,f,f
70,25.15,1940.85,f,f
5,46.00,221.70,f,t
18,101.30,1794.65,f,f
70,76.95,5289.80,f,f
9,55.30,501.20,f,f
67,92.45,6140.85,t,f
1,48.45,48.45,f,f
18,19.35,309.25,f,f
4,51.75,201.10,f,t
71,86.70,6179.35,t,f
30,94.40,2838.70,f,t
1,55.70,55.70,f,f
55,84.25,4589.85,f,f
59,64.65,3735.45,f,f
1,70.15,70.15,f,t
7,69.20,477.55,f,f
45,54.65,2553.70,f,f
54,24.75,1342.15,f,f
51,23.95,1216.35,f,f
72,105.00,7578.05,t,f
44,59.85,2603.95,f,f
2,20.05,42.70,f,f
66,92.15,6056.90,f,f
68,44.80,2983.65,f,f
31,20.90,689.35,f,f
21,95.40,2025.10,t,f
21,80.35,1747.20,f,f
55,85.10,4657.95,f,f
9,34.70,296.10,f,t
71,115.05,8016.60,t,f
1,81.10,81.10,f,t
22,19.95,433.50,f,f
1,20.55,20.55,f,t
61,106.60,6428.40,f,t
67,86.15,5883.85,f,f
14,78.85,1043.80,t,f
59,106.75,6252.90,f,t
21,86.55,1857.25,t,f
4,42.40,146.40,f,f
3,89.45,240.45,f,t
70,24.25,1724.15,f,f
3,97.90,315.30,f,t
21,20.50,429.55,t,f
20,19.60,356.15,f,f
22,20.25,488.25,f,f
1,55.70,55.70,f,t
63,20.60,1298.70,f,f
70,19.80,1378.75,f,f
13,79.80,973.45,f,t
5,80.20,384.25,f,f
72,116.40,8543.25,f,f
13,31.65,389.95,f,f
61,94.15,5731.85,f,f
1,20.65,20.65,f,f
56,76.85,4275.75,t,f
4,20.15,84.50,f,f
35,55.25,1924.10,f,f
18,39.05,669.85,f,t
72,82.15,5784.30,f,f
49,103.00,5166.20,t,f
44,95.10,4060.55,f,f
3,83.90,267.40,t,t
37,95.15,3532.85,f,f
61,79.80,4914.80,f,f
70,74.80,5315.80,f,f
1,69.85,69.85,t,t
41,20.45,775.60,f,f
70,78.35,5445.95,f,f
1,53.55,53.55,f,t
51,19.10,1007.80,f,f
42,20.00,833.55,f,f
70,93.90,6579.05,f,t
48,19.95,1004.50,f,f
68,113.15,7856.00,f,t
48,24.00,1183.05,f,f
26,84.95,2169.75,t,t
11,80.50,896.90,f,t
1,19.30,19.30,f,t
27,19.15,501.35,f,f
46,91.30,4126.35,t,f
1,49.65,49.65,f,t
46,54.35,2460.15,f,t
25,19.15,477.60,f,f
4,88.45,370.65,f,t
13,19.75,265.75,f,f
31,75.50,2424.45,f,f
23,83.75,1849.95,f,f
2,19.40,61.05,f,f
65,26.50,1698.55,f,f
22,90.50,1910.60,t,t
55,19.15,998.10,f,f
9,94.85,890.60,f,t
7,69.95,529.50,f,t
35,40.90,1383.60,f,f
6,80.25,493.40,f,f
1,48.60,48.60,f,t
17,70.80,1207.00,f,f
10,60.20,563.50,f,f
15,55.20,864.55,f,f
40,55.80,2109.35,t,t
13,54.15,701.05,f,f
29,80.15,2265.25,f,t
3,75.50,220.60,f,t
58,100.40,5749.80,t,f
45,62.55,2796.45,f,f
72,70.45,5165.70,f,f
68,85.50,5696.60,f,f
1,20.20,20.20,f,t
38,54.50,2076.05,f,f
2,20.75,44.20,f,f
11,20.35,215.25,f,f
20,91.00,1859.50,t,f
72,104.80,7470.10,f,f
3,74.75,229.50,f,t
23,104.05,2470.10,f,t
40,51.10,2092.90,f,f
62,89.80,5629.55,t,f
22,20.55,469.85,f,f
11,64.05,733.95,f,f
7,74.85,485.25,t,f
13,96.65,1244.50,f,t
1,20.05,20.05,t,t
39,103.45,3994.45,f,t
3,25.00,78.25,f,f
58,20.30,1131.50,f,f
6,26.35,184.05,f,f
1,19.90,19.90,f,t
22,54.70,1178.75,f,f
14,46.35,667.70,f,t
64,90.25,5629.15,f,f
1,19.95,19.95,f,t
6,20.65,109.30,f,f
1,79.60,79.60,f,t
39,25.45,958.45,f,f
20,19.50,403.15,f,f
1,75.90,75.90,f,t
1,76.20,76.20,f,t
64,66.15,4392.50,f,f
1,19.25,19.25,f,t
46,69.10,3168.00,f,f
28,39.10,1096.60,t,f
33,20.05,669.45,f,f
39,59.80,2343.85,f,f
42,84.30,3588.40,f,t
1,48.60,48.60,f,f
7,79.00,522.95,f,t
70,105.35,7511.90,t,f
65,25.10,1725.00,f,f
1,49.75,49.75,f,f
18,94.75,1691.90,f,f
24,93.00,2248.05,f,f
63,71.90,4479.20,f,f
44,77.55,3471.10,f,f
4,19.85,63.00,f,f
1,70.25,70.25,f,t
37,95.25,3314.15,f,f
10,84.60,865.55,t,t
34,25.05,852.70,f,f
35,53.15,1930.90,f,f
4,20.15,91.40,f,f
39,101.25,3949.15,t,f
43,100.55,4304.00,t,f
17,24.10,409.90,f,t
61,25.30,1554.90,f,f
49,71.80,3472.05,f,f
4,19.70,117.80,f,f
64,49.85,3210.35,f,f
3,69.60,207.40,f,f
1,19.75,19.75,f,f
40,80.80,3132.75,f,f
1,60.00,60.00,f,t
8,86.55,649.65,f,t
1,20.85,20.85,t,t
34,64.20,2106.30,t,f
1,35.00,35.00,f,f
39,50.75,2011.40,f,t
58,105.50,6205.50,t,t
45,19.20,903.70,f,f
6,85.15,503.60,t,t
43,90.65,3882.30,f,f
41,20.00,879.80,f,f
5,74.65,383.65,f,f
72,61.20,4390.25,f,f
4,19.95,68.20,f,f
9,54.80,452.80,f,f
72,73.45,5329.00,t,f
33,51.45,1758.90,f,f
72,80.45,5737.60,f,f
22,54.20,1152.70,f,t
70,109.50,7674.55,f,t
21,104.40,2157.95,f,t
15,85.30,1219.85,f,f
29,79.30,2414.55,t,f
15,76.50,1155.60,f,f
71,105.10,7548.10,t,t
72,25.40,1809.35,t,f
19,86.85,1564.40,f,f
1,19.65,19.65,f,f
1,75.70,75.70,f,t
2,45.55,84.40,f,f
11,78.10,864.85,t,f
12,19.30,228.75,f,f
70,110.50,7752.05,f,f
20,90.80,1951.00,t,t
23,20.30,470.60,f,f
49,81.35,4060.90,t,f
4,97.95,384.50,f,t
32,108.15,3432.90,f,t
2,55.30,108.65,f,f
69,56.55,3952.65,t,f
6,80.50,463.05,f,t
24,19.70,494.05,f,f
32,104.05,3416.85,f,f
27,52.85,1498.65,f,f
27,104.30,2867.75,t,t
58,80.65,4807.35,f,f
1,71.35,71.35,f,t
18,24.65,471.35,f,f
47,21.30,1041.80,f,f
70,110.20,7689.80,f,f
13,89.40,1132.35,f,t
36,51.05,1815.00,f,f
67,19.80,1311.30,f,f
10,19.90,199.45,f,f
19,87.30,1637.30,t,f
71,19.85,1326.35,f,f
72,89.40,6376.55,f,f
48,20.00,935.90,f,f
1,20.05,20.05,f,f
18,83.25,1611.15,f,f
1,20.60,20.60,f,t
67,102.90,6989.70,t,f
69,39.10,2779.50,f,f
19,99.95,1931.75,f,t
72,114.50,8331.95,t,f
